cid,date_of_birth,gender,year,job_code,number_of_children,marital_status,city,home_status,cars,income,spendings
0000000089,1955-07-02,1,2026,4,2,2,1,3,2,880,614
0000000090,1960-06-30,1,2026,2,0,3,4,3,1,7069,2414
0000000091,1970-06-29,0,2026,3,0,2,2,3,2,1802,842
0000000092,1961-07-01,1,2026,4,1,3,2,2,1,1038,357
0000000093,1962-07-02,0,2026,3,0,3,2,3,2,2094,1017
0000000094,1959-07-03,1,2026,4,0,3,2,3,1,324,87
0000000095,1975-06-30,1,2026,2,1,4,2,3,2,3717,1661
0000000096,1970-07-01,1,2026,1,1,4,3,3,2,1514,612
0000000097,1965-07-03,1,2026,4,0,2,1,3,2,430,182
0000000098,1960-07-04,0,2026,4,0,2,1,3,2,790,326
0000000099,1963-07-05,1,2026,2,0,2,1,3,2,7026,4166
0000000100,1962-07-05,0,2026,4,0,4,1,3,2,1704,1049
0000000101,1958-07-07,1,2026,4,0,2,2,3,2,841,456
0000000102,1970-07-04,0,2026,4,0,4,3,3,2,955,427
0000000103,1959-07-08,1,2026,4,0,4,3,3,2,352,153
0000000104,1960-07-07,0,2026,2,2,3,2,3,2,3127,1889
0000000105,1952-07-10,1,2026,4,0,2,2,3,1,1074,406
0000000106,1962-07-08,0,2026,4,0,4,2,3,1,620,260
0000000107,1967-07-08,0,2026,3,0,2,2,2,2,1573,395
0000000108,1961-07-09,0,2026,3,0,2,3,3,1,2401,603
0000000109,1972-07-07,0,2026,3,1,4,2,3,2,2807,1175
0000000110,1959-07-11,1,2026,2,0,2,4,3,2,5012,2589
0000000111,1969-07-09,0,2026,1,0,4,1,3,2,1295,675
0000000112,1968-07-09,0,2026,3,0,4,2,3,2,3665,1513
0000000113,1967-07-11,0,2026,4,1,4,3,3,1,413,130
0000000114,1962-07-12,0,2026,4,0,2,3,3,2,684,392
0000000115,1972-07-10,1,2026,2,0,2,2,3,2,4147,1776
0000000116,1978-07-09,0,2026,2,1,4,2,2,2,3581,1003
0000000117,1959-07-15,1,2026,4,0,3,3,3,2,657,372
0000000118,1967-07-13,0,2026,4,0,4,3,3,2,2546,1061
0000000119,1968-07-13,0,2026,4,1,2,3,3,2,1380,702
0000000120,1972-07-12,1,2026,4,0,4,2,3,2,1849,776
0000000121,1976-07-12,0,2026,2,1,4,3,3,2,3226,1645
0000000122,1971-07-14,1,2026,2,0,4,1,2,1,3708,1396
0000000123,1953-07-19,0,2026,4,0,2,3,3,2,354,133
0000000124,1955-07-19,0,2026,4,0,2,3,3,2,923,443
0000000125,1970-07-16,1,2026,2,0,4,4,3,2,5934,2838
0000000126,1964-07-17,0,2026,3,2,2,3,3,2,1745,831
0000000127,1968-07-17,1,2026,4,0,2,3,2,1,957,350
0000000128,1962-07-19,1,2026,4,0,3,1,3,2,637,259
0000000129,1960-07-20,1,2026,4,0,4,4,3,2,1414,536
0000000130,1956-07-21,1,2026,4,0,2,3,3,2,2133,1114
0000000131,1978-07-17,0,2026,3,1,2,2,3,2,1898,1129
0000000132,1976-07-17,1,2026,2,3,4,3,3,2,3711,1508
0000000133,1964-07-21,0,2026,4,0,4,3,3,2,1163,545
0000000134,1975-07-19,1,2026,2,0,2,3,3,2,5840,2430
0000000135,1968-07-21,1,2026,2,0,4,2,3,2,4037,1664
0000000136,1956-07-24,0,2026,4,0,1,1,3,2,1334,726
0000000137,1961-07-24,0,2026,1,1,2,3,3,1,1266,633
0000000138,1952-07-26,1,2026,4,0,3,4,3,2,1074,504
0000000139,1967-07-24,1,2026,4,0,4,3,3,2,728,285
0000000140,1968-07-23,1,2026,4,0,2,3,3,2,1247,640
0000000141,1965-07-25,1,2026,3,0,4,2,3,2,3180,1705
0000000142,1976-07-22,0,2026,3,0,2,4,3,1,1935,783
0000000143,1973-07-24,0,2026,3,0,2,2,3,2,2793,1160
0000000144,1974-07-24,1,2026,2,1,4,3,3,2,4721,2058
0000000145,1974-07-25,1,2026,2,1,4,3,3,2,5355,2567
0000000146,1955-07-30,0,2026,4,0,4,2,3,2,491,247
0000000147,1972-07-26,0,2026,4,2,4,3,3,2,1573,748
0000000148,1975-07-26,1,2026,2,1,4,3,3,2,3211,1512
0000000149,1971-07-28,1,2026,4,0,4,2,3,2,1353,549
0000000150,1968-07-28,0,2026,2,1,4,2,3,2,3041,1218
0000000151,1957-08-01,1,2026,4,2,3,1,3,2,1426,783
0000000152,1968-07-29,1,2026,3,0,4,1,3,2,3146,1556
0000000153,1961-08-01,0,2026,4,0,4,2,3,2,1568,598
0000000154,1970-07-30,0,2026,4,1,4,3,3,2,309,137
0000000155,1961-08-02,0,2026,4,0,4,2,3,2,608,266
0000000156,1961-08-02,0,2026,4,0,3,3,3,2,664,276
0000000157,1960-08-03,0,2026,2,0,2,2,3,1,3735,1392
0000000158,1955-08-05,0,2026,4,0,3,4,3,2,1292,500
0000000159,1968-08-02,1,2026,4,0,4,2,3,2,811,484
0000000160,1973-08-01,0,2026,2,0,2,3,3,2,5032,2159
0000000161,1970-08-03,0,2026,1,0,2,2,3,2,702,272
0000000162,1972-08-02,0,2026,4,0,2,1,3,2,919,390
0000000163,1971-08-04,1,2026,4,0,4,3,2,2,2551,816
0000000164,1958-08-07,1,2026,4,0,4,2,3,2,992,425
0000000165,1975-08-04,0,2026,3,0,4,4,3,2,1529,772
0000000166,1966-08-06,1,2026,4,0,4,1,3,2,1048,504
0000000167,1962-08-08,0,2026,4,2,4,2,3,1,1234,624
0000000168,1972-08-05,0,2026,4,1,2,3,3,1,1127,568
0000000169,1967-08-08,1,2026,3,1,4,3,3,1,2041,549
0000000170,1957-08-10,0,2026,4,0,4,1,3,2,1492,590
0000000171,1954-08-12,1,2026,4,0,4,2,3,2,675,411
0000000172,1971-08-08,0,2026,1,0,4,3,3,2,2679,1137
0000000173,1971-08-09,0,2026,2,0,4,4,3,2,7671,3153
0000000174,1955-08-13,0,2026,4,0,1,3,2,1,780,227
0000000175,1963-08-12,0,2026,4,0,3,4,3,2,868,404
0000000176,1961-08-12,0,2026,4,0,2,4,3,2,1682,695
0000000177,1965-08-12,0,2026,2,0,4,4,3,2,3066,1851
0000000178,1974-08-10,0,2026,3,0,2,1,3,2,2569,1024
0000000179,1974-08-11,1,2026,1,2,4,2,3,1,1326,386
0000000180,1971-08-12,0,2026,2,1,4,4,2,1,3026,458
0000000181,1969-08-13,1,2026,3,1,2,1,3,2,2949,1206
0000000182,1964-08-14,1,2026,4,0,4,2,3,2,1861,737
0000000183,1966-08-15,1,2026,4,1,4,2,3,2,1886,825
0000000184,1970-08-14,1,2026,3,0,4,4,3,2,1798,942
0000000185,1972-08-14,0,2026,3,1,4,3,3,2,1722,915
0000000186,1973-08-14,1,2026,2,2,4,1,3,2,7199,2940
0000000187,1963-08-18,0,2026,4,0,2,3,2,2,842,325
0000000188,1960-08-18,0,2026,4,0,4,3,3,1,1558,396
0000000189,1967-08-18,0,2026,4,0,4,3,2,2,343,90
0000000190,1964-08-18,0,2026,4,0,2,1,3,2,694,357
0000000191,1964-08-19,1,2026,3,0,4,2,3,2,2236,1163
0000000192,1968-08-18,1,2026,2,0,4,1,3,2,3991,2028
0000000193,1961-08-21,1,2026,4,0,4,2,3,2,1093,516
0000000194,1969-08-19,0,2026,1,1,4,2,3,2,1088,465
0000000195,1969-08-20,1,2026,4,2,2,3,3,2,1849,923
0000000196,1957-08-23,0,2026,2,0,2,3,3,1,4611,1660
0000000197,1963-08-23,0,2026,4,0,4,2,3,1,878,237
0000000198,1970-08-21,1,2026,4,0,4,2,3,2,1189,547
0000000199,1957-08-25,0,2026,4,0,3,1,3,2,613,313
0000000200,1955-08-26,0,2026,4,0,2,2,3,2,837,399
0000000201,1971-08-23,0,2026,2,0,4,3,3,2,8378,4056
0000000202,1959-08-26,1,2026,4,0,3,1,3,2,655,282
0000000203,1969-08-24,1,2026,3,1,4,3,3,2,1554,724
0000000204,1957-08-27,0,2026,4,1,4,3,3,2,2304,1080
0000000205,1962-08-27,0,2026,4,0,2,2,3,2,925,351
0000000206,1971-08-25,0,2026,3,2,2,1,2,2,2205,938
0000000207,1957-08-29,0,2026,4,0,3,4,3,2,309,120
0000000208,1960-08-28,1,2026,4,0,4,4,3,2,1174,550
0000000209,1966-08-28,1,2026,4,0,2,2,3,2,1113,589
0000000210,1963-08-29,1,2026,4,0,4,3,3,2,1076,413
0000000211,1959-08-31,1,2026,3,0,3,3,3,2,3629,1698
0000000212,1973-08-27,0,2026,4,0,4,1,3,2,1382,808
0000000213,1961-08-31,0,2026,4,0,4,2,3,1,1007,323
0000000214,1969-08-29,1,2026,2,0,4,2,3,2,4459,2796
0000000215,1961-09-01,1,2026,4,0,2,1,3,1,985,433
0000000216,1972-08-29,0,2026,2,1,4,1,3,2,8911,3355
0000000217,1958-09-03,1,2026,4,0,2,3,3,2,768,290
0000000218,1957-09-03,0,2026,4,0,3,2,3,2,956,545
0000000219,1972-08-31,1,2026,4,1,4,1,3,2,1097,559
0000000220,1966-09-02,1,2026,4,0,4,2,3,1,401,114
0000000221,1961-09-04,0,2026,3,0,2,2,3,2,2860,1455
0000000222,1964-09-03,1,2026,4,0,4,2,3,2,920,383
0000000223,1955-09-07,0,2026,4,0,2,1,3,2,528,279
0000000224,1974-09-02,1,2026,2,0,4,1,3,2,9639,3916
0000000225,1976-09-02,1,2026,2,1,4,2,3,2,4347,1839
0000000226,1958-09-07,0,2026,4,0,2,3,3,2,1084,529
0000000227,1971-09-05,1,2026,3,0,2,3,3,1,2690,1274
0000000228,1957-09-08,1,2026,2,0,2,3,2,2,7075,2262
0000000229,1969-09-06,0,2026,2,0,2,2,3,2,3772,2125
0000000230,1976-09-04,0,2026,2,2,2,2,2,2,5053,1898
0000000231,1959-09-10,1,2026,4,2,2,3,3,2,986,428
0000000232,1968-09-07,1,2026,1,2,4,3,3,2,2511,1186
0000000233,1964-09-09,0,2026,4,0,4,4,3,2,1626,687
0000000234,1963-09-10,0,2026,4,1,2,2,3,1,2613,1173
0000000235,1974-09-08,0,2026,3,0,4,3,3,1,2152,670
0000000236,1963-09-11,1,2026,4,0,4,3,3,2,1595,912
0000000237,1954-09-14,0,2026,4,0,2,3,3,2,848,432
0000000238,1969-09-10,0,2026,2,0,4,3,3,2,3362,1715
0000000239,1965-09-12,0,2026,4,0,2,3,3,2,3404,2253
0000000240,1956-09-14,1,2026,4,1,4,2,3,2,535,293
0000000241,1969-09-12,0,2026,3,0,4,3,3,2,2136,890
0000000242,1969-09-12,1,2026,2,1,4,4,3,2,3442,1584
0000000243,1955-09-17,1,2026,4,0,2,2,2,2,623,162
0000000244,1966-09-14,1,2026,2,0,2,2,3,2,4922,2378
0000000245,1965-09-15,1,2026,4,0,2,1,3,2,627,282
0000000246,1958-09-17,1,2026,4,0,3,3,3,2,846,326
0000000247,1968-09-15,1,2026,4,0,2,3,3,2,842,363
0000000248,1970-09-15,0,2026,4,1,4,2,3,2,569,233
0000000249,1971-09-16,0,2026,1,0,2,1,3,2,1353,568
0000000250,1962-09-18,1,2026,4,0,4,2,3,2,1282,497
0000000251,1957-09-20,1,2026,2,0,3,2,2,2,5433,1611
0000000252,1958-09-20,0,2026,4,0,4,4,3,2,818,350
0000000253,1958-09-21,1,2026,4,0,3,3,3,2,1233,548
0000000254,1973-09-17,0,2026,4,0,2,2,3,1,1307,407
0000000255,1963-09-21,0,2026,3,0,4,3,2,2,3272,1054
0000000256,1964-09-20,1,2026,4,0,3,2,3,2,346,150
0000000257,1961-09-22,1,2026,2,0,3,3,3,2,11960,6247
0000000258,1970-09-20,1,2026,3,2,4,4,3,2,1777,1081
0000000259,1970-09-21,0,2026,4,1,4,2,3,2,1178,455
0000000260,1973-09-20,1,2026,4,0,4,2,3,2,1747,665
0000000261,1962-09-24,0,2026,4,0,2,1,3,2,977,452
0000000262,1965-09-23,0,2026,4,0,2,3,3,2,1150,479
0000000263,1971-09-23,1,2026,4,0,2,4,3,2,945,445
0000000264,1964-09-24,1,2026,2,0,4,3,3,2,3815,2109
0000000265,1965-09-25,1,2026,4,0,3,2,3,1,309,88
0000000266,1954-09-28,0,2026,4,0,2,3,3,2,687,275
0000000267,1970-09-25,1,2026,2,0,2,3,3,2,3531,1644
0000000268,1973-09-24,0,2026,2,2,4,1,3,2,4202,2183
0000000269,1957-09-29,0,2026,2,0,2,2,3,2,9580,4177
0000000270,1965-09-27,1,2026,4,1,2,1,3,2,1144,484
0000000271,1970-09-27,1,2026,4,0,2,1,3,2,770,313
0000000272,1966-09-28,1,2026,4,0,4,3,3,2,816,320
0000000273,1969-09-28,1,2026,3,0,4,4,3,2,2999,1397
0000000274,1968-09-28,1,2026,3,0,2,1,3,1,2087,849
0000000275,1961-10-01,0,2026,3,1,4,2,3,2,2676,1385
0000000276,1958-10-02,0,2026,4,0,3,2,3,2,433,223
0000000277,1974-09-29,1,2026,3,2,4,2,3,1,2440,952
0000000278,1960-10-02,1,2026,4,0,2,2,3,2,1553,636
0000000279,1957-10-04,1,2026,4,0,3,1,3,2,652,248
0000000280,1956-10-04,1,2026,4,0,3,1,3,2,861,324
0000000281,1977-09-30,0,2026,3,1,4,1,3,2,2080,888
0000000282,1965-10-03,1,2026,4,0,2,4,3,2,304,146
0000000283,1970-10-03,0,2026,4,1,4,3,3,2,1054,496
0000000284,1962-10-05,1,2026,4,0,3,4,3,2,1209,577
0000000285,1968-10-04,1,2026,4,0,4,3,3,2,1552,702
0000000286,1964-10-05,0,2026,4,1,4,2,3,1,1309,516
0000000287,1978-10-03,0,2026,3,1,4,1,3,2,2969,1514
0000000288,1961-10-07,1,2026,4,0,2,2,3,2,346,143
0000000289,1960-10-08,1,2026,4,0,1,3,3,2,433,340
0000000290,1964-10-07,0,2026,3,0,4,1,3,2,3343,1533
0000000291,1955-10-11,0,2026,4,0,3,4,3,2,532,319
0000000292,1962-10-09,1,2026,4,0,4,1,3,1,780,398
0000000293,1957-10-11,1,2026,4,0,2,2,3,2,816,328
0000000294,1970-10-08,1,2026,3,0,4,3,3,2,1957,934
0000000295,1961-10-11,1,2026,3,0,2,1,3,2,3963,1529
0000000296,1967-10-10,1,2026,3,1,4,2,3,2,2989,2118
0000000297,1961-10-12,0,2026,4,0,3,3,3,2,662,302
0000000298,1973-10-09,1,2026,2,0,4,3,3,2,3642,1578
0000000299,1968-10-11,0,2026,4,0,2,3,3,2,323,132
0000000300,1967-10-12,1,2026,4,0,4,4,3,1,484,189
0000000301,1963-10-14,1,2026,4,0,2,3,3,2,442,195
0000000302,1954-10-16,1,2026,4,0,3,2,3,1,1138,389
0000000303,1958-10-16,1,2026,4,0,4,2,3,2,958,518
0000000304,1959-10-16,1,2026,4,1,4,3,3,2,1508,939
0000000305,1956-10-17,0,2026,4,0,2,3,3,2,670,260
0000000306,1971-10-14,1,2026,3,1,2,1,3,2,3184,1671
0000000307,1963-10-17,0,2026,2,1,4,4,3,1,3465,1090
0000000308,1958-10-18,1,2026,4,0,4,1,3,2,1783,694
0000000309,1959-10-19,1,2026,4,0,2,3,3,2,1094,438
0000000310,1973-10-15,0,2026,3,0,1,4,3,2,2990,1174
0000000311,1973-10-16,0,2026,2,0,4,2,3,2,3319,1544
0000000312,1977-10-15,0,2026,2,0,4,1,3,2,5157,2239
0000000313,1970-10-18,1,2026,4,0,2,2,3,2,309,132
0000000314,1967-10-19,1,2026,3,0,4,4,3,1,3162,923
0000000315,1965-10-20,0,2026,4,0,4,1,2,2,1058,460
0000000316,1958-10-22,0,2026,4,0,2,1,3,2,1151,646
0000000317,1969-10-20,0,2026,3,0,4,3,2,2,2257,603
0000000318,1960-10-22,1,2026,4,0,3,2,2,2,1632,568
0000000319,1968-10-21,0,2026,2,0,4,3,3,2,3272,1813
0000000320,1955-10-25,0,2026,4,0,3,1,3,1,1584,481
0000000321,1974-10-21,1,2026,2,0,2,2,3,2,5663,2325
0000000322,1966-10-23,1,2026,4,2,4,1,3,2,2171,1028
0000000323,1964-10-24,0,2026,4,0,4,2,3,2,1022,487
0000000324,1974-10-22,0,2026,3,0,2,3,3,2,3618,2166
0000000325,1971-10-24,1,2026,4,1,2,3,3,2,1143,521
0000000326,1966-10-25,1,2026,4,0,4,1,3,2,936,421
0000000327,1963-10-27,1,2026,4,0,4,3,3,2,415,179
0000000328,1953-10-29,1,2026,4,0,3,2,3,2,645,394
0000000329,1970-10-26,1,2026,4,0,4,1,3,2,971,384
0000000330,1969-10-26,1,2026,4,0,4,2,3,1,672,283
0000000331,1970-10-27,0,2026,4,0,4,4,3,2,794,312
0000000332,1964-10-28,1,2026,1,0,4,1,3,1,849,294
0000000333,1962-10-30,0,2026,3,0,4,2,3,2,1553,701
0000000334,1959-10-31,0,2026,2,0,4,1,3,1,3599,951
0000000335,1967-10-30,0,2026,1,0,4,2,3,2,3338,1369
0000000336,1972-10-28,0,2026,3,1,2,3,3,2,2271,1198
0000000337,1976-10-28,0,2026,2,0,2,2,3,1,9410,3739
0000000338,1957-11-02,0,2026,4,1,4,1,3,2,1214,485
0000000339,1962-11-02,0,2026,3,0,3,1,3,2,2006,1023
0000000340,1965-11-01,1,2026,4,0,4,2,3,2,1050,642
0000000341,1975-10-31,1,2026,4,0,4,3,3,2,777,346
0000000342,1973-10-31,0,2026,2,0,2,2,3,2,3052,1458
0000000343,1965-11-03,0,2026,1,0,2,3,3,2,1724,935
0000000344,1954-11-06,0,2026,4,0,4,1,3,2,934,384
0000000345,1967-11-04,1,2026,4,0,4,1,3,2,1594,629
0000000346,1964-11-04,1,2026,4,0,4,2,3,1,1380,503
0000000347,1959-11-07,0,2026,4,0,4,2,3,2,1813,1014
0000000348,1967-11-05,1,2026,2,0,4,2,3,2,4406,2383
0000000349,1965-11-06,0,2026,4,0,3,3,3,2,1574,786
0000000350,1967-11-06,1,2026,4,0,4,2,3,1,884,398
0000000351,1969-11-06,1,2026,3,2,4,3,3,2,4389,2527
0000000352,1966-11-07,0,2026,3,0,4,3,3,2,2816,1169
0000000353,1970-11-07,0,2026,3,0,2,3,3,2,2290,996
0000000354,1954-11-11,1,2026,4,2,4,4,3,2,2688,1216
0000000355,1969-11-08,0,2026,4,0,4,1,3,2,1298,551
0000000356,1976-11-06,0,2026,3,0,4,3,3,2,2110,862
0000000357,1970-11-09,0,2026,3,2,4,2,3,1,3002,1087
0000000358,1959-11-12,1,2026,4,0,4,4,3,2,1748,985
0000000359,1965-11-11,1,2026,4,0,2,1,2,1,584,101
0000000360,1967-11-11,1,2026,4,0,4,2,3,2,1256,543
0000000361,1958-11-14,1,2026,4,0,3,1,3,2,807,310
0000000362,1957-11-14,1,2026,4,0,3,3,3,1,1119,531
0000000363,1970-11-12,0,2026,2,0,2,3,3,2,5209,2361
0000000364,1967-11-13,1,2026,3,2,2,4,3,2,1932,874
0000000365,1953-11-17,1,2026,4,0,2,2,3,2,360,219
0000000366,1969-11-13,0,2026,4,0,4,2,3,2,1499,562
0000000367,1964-11-15,0,2026,4,0,4,2,3,2,1378,702
0000000368,1971-11-14,1,2026,4,1,4,3,3,2,319,153
0000000369,1972-11-14,0,2026,4,0,4,4,3,2,1540,771
0000000370,1976-11-13,0,2026,3,2,4,1,3,2,1901,1296
0000000371,1978-11-14,1,2026,2,1,4,2,3,1,5523,1819
0000000372,1969-11-16,1,2026,4,1,4,4,2,2,549,185
0000000373,1965-11-18,1,2026,4,0,4,3,3,2,427,179
0000000374,1971-11-17,0,2026,4,0,2,3,3,2,1017,448
0000000375,1964-11-19,1,2026,4,0,4,1,3,2,1639,858
0000000376,1958-11-21,1,2026,1,0,4,3,3,2,2167,1028
0000000377,1973-11-18,1,2026,2,1,4,2,3,2,12937,5054
0000000378,1974-11-18,0,2026,1,0,4,4,3,2,1973,873
0000000379,1969-11-20,0,2026,4,1,4,2,3,2,675,264
0000000380,1959-11-23,0,2026,4,0,4,1,3,2,1193,569
0000000381,1974-11-20,0,2026,2,0,4,3,3,2,12877,6034
0000000382,1969-11-21,0,2026,2,0,4,3,2,2,5354,1892
0000000383,1971-11-22,0,2026,4,1,4,1,3,2,1319,839
0000000384,1962-11-24,1,2026,2,0,4,2,3,1,5087,2091
0000000385,1974-11-22,0,2026,3,0,2,3,3,2,3638,2181
0000000386,1958-11-26,0,2026,4,0,3,4,3,1,1038,360
0000000387,1954-11-28,0,2026,4,3,3,4,3,2,654,292
0000000388,1965-11-25,0,2026,4,2,4,3,3,2,2257,1293
0000000389,1966-11-26,0,2026,4,0,2,4,3,2,1017,517
0000000390,1962-11-27,1,2026,1,0,4,1,3,2,2159,1074
0000000391,1961-11-28,0,2026,4,1,2,1,3,2,1714,866
0000000392,1967-11-27,0,2026,4,1,4,1,3,2,1068,695
0000000393,1961-11-29,1,2026,4,0,4,3,3,2,326,155
0000000394,1964-11-28,1,2026,4,0,4,2,3,2,1056,431
0000000395,1952-12-02,0,2026,4,0,3,2,3,2,1770,737
0000000396,1964-11-29,1,2026,4,0,4,1,2,2,828,333
0000000397,1963-12-01,1,2026,3,0,2,1,3,2,1507,785
0000000398,1966-11-30,1,2026,4,0,4,2,3,1,558,315
0000000399,1968-11-30,0,2026,1,0,4,3,3,2,1755,1050
0000000400,1972-11-29,0,2026,4,1,4,3,3,2,422,226
0000000401,1959-12-04,1,2026,4,0,2,2,3,2,750,403
0000000402,1975-11-30,1,2026,2,1,4,2,3,2,11343,6570
0000000403,1960-12-04,1,2026,4,0,4,2,3,1,1036,352
0000000404,1971-12-02,0,2026,4,2,4,3,3,2,488,207
0000000405,1970-12-03,0,2026,2,2,4,3,3,2,9216,3775
0000000406,1966-12-04,0,2026,4,0,4,1,3,1,2037,604
0000000407,1969-12-04,0,2026,3,0,4,2,3,2,2371,1178
0000000408,1967-12-05,0,2026,4,0,4,3,3,1,1076,571
0000000409,1975-12-04,0,2026,3,0,4,2,3,2,1808,898
